vibration_x,vibration_y,vibration_z,acoustic_rms,spindle_load,cutting_speed,feed_rate,material_hardness,tool_wear,RUL
0.4967141530112327,-1.0469109826819396,0.18383451632250436,0.5121828611851357,49.058987806135896,700,89.43863714482205,200,-0.016767237600016156,300.36016721748274
-0.13754950488812534,0.5372245895537336,2.6933910621220263,0.44563253891664034,49.48921369580169,800,106.32479330310802,300,-0.014253142652466277,300.30616341534505
0.6491181306668111,1.186847828715892,0.35051482085096686,0.4510089384771772,48.94492008788799,500,124.66348454103445,350,0.03563885070903837,299.2344627063587
1.5251742452572032,0.7206688217444092,-1.0029824024174212,0.45194169178810184,54.87302489743319,700,101.46732746255142,350,0.02869179532809212,299.3836883370763
-0.23129418959109865,0.9983350339116063,-0.09403465452295437,0.5060986029001445,52.12239165195986,500,86.28586588876368,300,0.03972993510814046,299.1465845167809
-0.2305629755338839,-0.7539359034372235,-1.7744593427588033,0.46939903247390896,51.13865750283977,800,109.77530432059706,300,0.027865340245410982,299.40144093500595
1.5835015932057475,-1.418379644583159,-0.07845536044758289,0.5255609514884472,43.68812917152215,600,52.875936612484736,300,0.05400613008134221,298.839925928026
0.772438303134324,1.505336511140619,-0.830554270010051,0.3582693816510635,48.15713702374838,500,165.8746769144471,200,0.05473069393381777,298.8243619959783
-0.4637560156704775,-0.31810514263055606,0.918249460692399,0.458301080796505,54.55052950434062,700,75.64173403513787,300,0.08766910029708433,298.1168313668327
0.5489932101334987,-0.2456864832170202,-0.546323691321768,0.44498393526395424,50.25281453109495,500,56.58569204459559,300,0.07017817729336773,298.4925436469191
-0.456269729981869,1.3339125121135325,-0.11319193437995,0.48861255864749403,53.369136976251625,700,148.05480393576187,250,0.1265958873041015,297.28066783791326
-0.4578669944566043,0.562520216691582,-0.6316264618475771,0.4746701638982236,58.91118659277469,800,166.09041932355083,300,0.07648839100751811,298.35699763932007
0.25053982696274607,0.46274981639897717,1.7431401295516873,0.5416077000741307,55.2788059000112,500,172.07436973892646,300,0.10386960335086877,297.7688378424434
-1.9039878929780267,2.172436226244901,-0.31659659027802606,0.4088916317529514,50.55871520529642,600,124.02637739909,200,0.16354401019932194,296.4870068347216
-1.7149106845502022,-0.6355125120098786,1.8375606174606172,0.5042760034091037,47.54512562864967,500,80.80522770349779,350,0.13129722504075933,297.17968115355586
-0.5515655849950828,0.9364176834779491,0.8195127342412115,0.5300612100097633,37.339471462179404,600,160.58415158747403,200,0.12370242671191176,297.34282057143116
-1.0013943798054745,0.0661625173202439,0.4877850975998608,0.5951197199338877,49.27244279292523,700,154.95696157315058,250,0.16438143125075338,296.4690186832354
0.32639886940728247,0.2783135083128638,0.374808915723524,0.478342008807728,48.49145288903584,800,86.94061011547598,300,0.16049215515570917,296.5525619467466
-0.895157742426143,1.538761492888586,0.4002304647637855,0.5187961968366395,52.080494302927555,800,185.51116337941895,300,0.1632825948876339,296.49262214403285
-1.3987225719571643,0.5187006597921255,-1.9208820146565464,0.41252308624750716,49.366285158907836,600,65.65571871242435,300,0.16808258378402566,296.389516391851
1.4799446945827406,0.5497328195785822,-0.27173543132016326,0.38326137491658613,48.54103395942789,700,197.40323593869886,300,0.25536747211251887,294.5146007911123
-0.21076557854228978,1.0845159148651988,0.8526633321564445,0.5452408631779342,41.25311256690636,800,179.0371716466197,300,0.20496896199631726,295.5971816900559
0.08325372291522906,-0.35237231496104116,-0.04103442436045293,0.5028670889630575,45.45741603652272,700,153.18479682186128,300,0.18148865279334245,296.1015484696655
-1.4083078717030921,-0.8260574157307148,-1.3969696895483927,0.5622136973919941,52.547658349106435,600,190.81248324197492,250,0.2598741951801107,294.41779451055845
-0.5272276137317587,-1.0310851053862944,-0.04382689518075751,0.43476087771019734,58.75108926359771,600,158.34667524855615,300,0.2522214181022114,294.5821793360088
0.1287924967863493,-1.9520606637148152,1.713040469793733,0.5295690883917342,49.69107215203671,500,78.56854955450689,300,0.23467067137960423,294.9591766543875
-1.1324088740627603,2.0710748926279563,1.2561840672144906,0.5971578326991012,51.82490240146604,800,116.32342071692176,300,0.24133761822627717,294.81596787115484
0.3949975179882738,-1.0877687660076016,-0.052354259544730816,0.5248451803463837,54.955385781190046,800,60.725453649745305,250,0.28346945592316464,293.91095852419437
