mv_avg_vib_x,mv_avg_vib_y,mv_avg_vib_z,mv_avg_ar,mv_avg_sl,tool_wear
0.4967141530112327,-1.0469109826819396,0.1838345163225043,0.5121828611851357,49.058987806135896,-0.0167672376000161
0.17958232406155367,-0.254843196564103,1.4386127892222653,0.478907700050888,49.27410075096879,-0.0142531426524662
0.33609425959663947,0.22572047852922864,1.0759134664318324,0.46960811285965104,49.164373863275195,0.0356388507090383
0.6333642560117805,0.3494575643330238,0.5561894992195191,0.46519150759176375,50.5915366218147,0.0286917953280921
0.4604325668912047,0.4792330582487403,0.42614466847102445,0.47337292665343994,50.89770762784373,0.0397299351081404
0.34526664315368993,0.27370489796774633,0.05937733326605318,0.47271061095685146,50.937865940343066,0.0278653402454109
0.5221573503039839,0.03197853474618844,0.03968694844981946,0.48026065960422226,49.90218925908294,0.0540061300813422
0.5534424694077764,0.21614828179549225,-0.06909320385766435,0.46501174986007743,49.684057729666115,0.0547306939338177
0.4404204155101927,0.156786790192598,0.040611536647898246,0.4642661199641249,50.22477681574106,0.0876691002970843
0.45127769497252324,0.11653946285163616,-0.018081986149068374,0.46233790149410786,50.22758058727645,0.0701781772933677
0.35597930667321304,0.3546218123311834,-0.04778463121931385,0.4599808712403437,50.658595504288016,0.1265958873041015
0.3239475577163652,0.35715137504496824,-0.3802863836162741,0.4628846337385021,51.60079279398532,0.0764883910075181
0.2840897273459587,0.28474157381327675,-0.24102385274620214,0.4719445098981973,52.23418137519765,0.1038696033508687
-0.058826486477564346,0.42991831426332594,-0.17238527153226255,0.46763950389468223,51.802750405983964,0.1635440101993219
-0.2071881359734747,0.2665335596711775,0.020774255666094633,0.46745724394557825,51.34502380365295,0.1312972250407593
-0.2392883969195946,0.43556891836269473,0.280171463366096,0.47352346169916365,49.965105199586915,0.1237024267119117
-0.49777799422071684,0.584023134553035,0.3367955091708404,0.4804793385437077,50.52353656172723,0.1643814312507533
-0.542381937593421,0.46132083427025944,0.45733182774419784,0.49248660125937416,50.55696814825596,0.1604921551557091
-0.5855221102689876,0.6470074978221737,0.40552992815133654,0.4985361128633876,50.309964628114656,0.1632825948876339
-0.7802936884780538,0.7234462121230882,0.2680740958178587,0.49529002796174293,50.221311690895945,0.1680825837840256
-0.586672246021593,0.6450282428695933,0.25221974612383735,0.4847549095886521,49.73850138921357,0.2553674721125188
-0.5619621044301615,0.6972278126869549,0.4006487255242396,0.49181197951662314,47.97269398662674,0.2049689619963172
-0.5786907148349132,0.615715599550953,0.22223127013302543,0.4879379184055158,46.99055500027789,0.1814886527933424
-0.5291227127074196,0.3158662353533916,0.11419396020598878,0.50327012496942,47.18944931465889,0.2598741951801107
-0.41035440562557535,0.27630897601575,-0.07394479105814869,0.49631861239952946,48.31004567815369,0.2522214181022114
-0.34231859744743204,-0.012538858703526556,0.01540798249710349,0.49626940023772653,49.545205747139434,0.2346706713796042
-0.3554200468731607,0.18795237882724475,0.09224787945856645,0.49647321151424795,49.80045170799351,0.2413376182262771
-0.34856018201506156,0.05134415139519821,0.04953156193174098,0.5011235286681135,50.446844997208935,0.2834694559231646
-0.31710684717176163,-0.12305621657818475,0.10565415795745417,0.501027102430918,49.85336289474171,0.2750616334502109
-0.20433105573450083,-0.2009492851695917,0.2621281119967397,0.5102321560544635,50.120870492702366,0.2514804436310979
-0.41035179756653656,-0.22346638626719742,0.11998669087067308,0.5144804890470109,49.91796593208527,0.3357447992920933
-0.20183155278392997,-0.24857156171780054,-0.056618306919184826,0.5171774411032659,51.24722557941499,0.3013201907556808
-0.20921929944345644,-0.12545710290109002,0.10491768642057511,0.5142939136290928,51.80005898079647,0.3499114347296485
-0.17180077743464142,-0.09927204299763574,0.21839476105953187,0.5110667257186277,51.71810733021751,0.3555686991593143
-0.03439321748874495,-0.010931457947726075,0.19965420632130665,0.5102615278872321,50.47600217877247,0.3199798091103437
