mv_avg_vib_x,mv_avg_vib_y,mv_avg_vib_z,mv_avg_ar,mv_avg_sl,tool_wear
0.4967141530112327,-1.0469109826819396,0.1838345163225043,0.5121828611851357,49.058987806135896,-0.0167672376000161
0.17958232406155367,-0.254843196564103,1.4386127892222653,0.478907700050888,49.27410075096879,-0.0142531426524662
0.33609425959663947,0.22572047852922864,1.0759134664318324,0.46960811285965104,49.164373863275195,0.0356388507090383
0.6333642560117805,0.3494575643330238,0.5561894992195191,0.46519150759176375,50.5915366218147,0.0286917953280921
0.4604325668912047,0.4792330582487403,0.42614466847102445,0.47337292665343994,50.89770762784373,0.0397299351081404
0.31497714118218134,0.5378280740976835,0.03448589665476285,0.4648161609111946,51.31364156718449,0.0278653402454109
0.659187360800956,0.146707227270305,-0.5198833878591589,0.48080184342555593,50.1534246623286,0.0540061300813422
0.6838513952944585,0.21040496375525045,-0.7560972060313624,0.4622539320603332,49.99586804950067,0.0547306939338177
0.28606534310892234,0.0026501708802573855,-0.3718508334093985,0.4635258098620138,49.93136897088216,0.0876691002970843
0.44212282305384176,-0.24615413254546786,-0.4623086407691611,0.45130287633477567,49.557453546709176,0.0701781772933677
0.39698147216424473,0.17141555056468327,-0.13005515909339055,0.45514558156949275,50.00354944139154,0.1265958873041015
-0.011292245368225595,0.5675955228196315,-0.24068937937338938,0.444967424051448,53.04816092564206,0.0764883910075181
-0.1156719406025412,0.3590781838713031,0.2740495005389582,0.4816350877360615,54.472494700894615,0.1038696033508687
-0.40371831606405106,0.8571864576463945,0.027080290344873227,0.47175319792735076,53.67413184108578,0.1635440101993219
-0.8564990950007912,0.7792212518878227,0.5038571521013503,0.4836116115563807,53.132594060596716,0.1312972250407593
-0.875558266003434,0.6997222861607062,0.6903980858255825,0.4919013418288345,49.92666095778228,0.1237024267119117
-0.9842637430732081,0.6004507462864385,0.9142803977150702,0.5159912530359674,47.99891219781239,0.1643814312507533
-0.9690919345843009,0.5635634846692158,0.6406141549494374,0.5033381147826868,46.64144159561731,0.1604921551557091
-0.767325904473924,0.4368285379979529,0.7839795659577997,0.5253190277994244,46.945797415143545,0.1632825948876339
-0.7040882819553165,0.6676711723583537,0.032291039534367,0.5069684443671051,47.31002932119517,0.1680825837840256
-0.29778622603975174,0.5903341995784803,-0.18595859357790787,0.47760847734846956,49.550341820644874,0.2553674721125188
-0.13966046578711483,0.7940048790874713,-0.11298294666659112,0.467632705997279,47.9464757754411,0.2049689619963172
-0.18828949508552553,0.6678677144326903,-0.1961516146833865,0.4725377220283448,47.33966840493848,0.1814886527933424
-0.2909195209409153,0.19490393270883014,-0.5555916455458221,0.48122122213941576,47.43310121417424,0.2598741951801107
-0.11662052929583415,-0.11505322032685386,-0.18018062165066437,0.48566878043195383,49.310062035112225,0.2522214181022114
-0.3868509688551124,-0.6154119169855333,0.21677455857211486,0.5149303231269835,49.540069673633994,0.2346706713796042
-0.5711796279592066,-0.4181001214329819,0.29747870558372413,0.5253137170312169,51.65442764054592,0.2413376182262771
-0.5088308689445977,-0.5651794116422939,0.2952147385468685,0.5297093353078821,53.55402158947938,0.2834694559231646
-0.3432941734026079,-0.4410163658651996,0.7668999614607305,0.5208329827224203,52.27362457530917,0.2750616334502109
-0.2920415821731675,-0.2868453500123295,0.7044368456441437,0.5347955316769731,50.931678950292515,0.2514804436310979
-0.4338526262779608,0.16847914445113843,0.023198823169231275,0.5140306549670383,50.29586219053657,0.3357447992920933
0.1675165223913467,-0.0790430020026192,-0.4107153194220938,0.5090411651753152,50.840023518284056,0.3013201907556808
0.09039227005768484,0.3142652058401139,-0.08537936570571825,0.49887849195030365,50.04609637211358,0.3499114347296485
-0.0003073814666748831,0.2424722798699281,-0.3301104393416668,0.5013004687148352,51.16259008512586,0.3555686991593143
0.22325514719567763,0.26498243411687744,-0.30512843300153036,0.485727524097491,50.020325407252415,0.3199798091103437
